group: Diseases and Symptoms

Diseases = {
disease_code,disease_name,occurrences
"UMLS:C0019270","UMLS:C0027497"
"UMLS:C0019270","UMLS:C0872410"
"UMLS:C0019270","UMLS:C0018991"
"UMLS:C0019270","UMLS:C0234233"
"UMLS:C0019270","UMLS:C0019080"
"UMLS:C0019270","UMLS:C0277797"
"UMLS:C0019270","UMLS:C0149696"
"UMLS:C0019270","UMLS:C0277899"
"UMLS:C0019270","UMLS:C0004093"
"UMLS:C0019270","UMLS:C0577559"
"UMLS:C0019270","UMLS:C0205400"
"UMLS:C0600139","UMLS:C0018965"
"UMLS:C0600139","UMLS:C0392699"
"UMLS:C0600139","UMLS:C0004093"
"UMLS:C0600139","UMLS:C0521516"
"UMLS:C0600139","UMLS:C0848621"
"UMLS:C0600139","UMLS:C0008033"
"UMLS:C0600139","UMLS:C0744492"
"UMLS:C0600139","UMLS:C0034642"
"UMLS:C0600139","UMLS:C0238844"
"UMLS:C0600139","UMLS:C0150045"
"UMLS:C0600139","UMLS:C0013428"
"UMLS:C0600139","UMLS:C0011991"
"UMLS:C0600139","UMLS:C0042571"
"UMLS:C0600139","UMLS:C0151878"
"UMLS:C0600139","UMLS:C0004134"
"UMLS:C0600139","UMLS:C0030552"
"UMLS:C0600139","UMLS:C0271202"
"UMLS:C0600139","UMLS:C1269955"
"UMLS:C0600139","UMLS:C0578150"
"UMLS:C0600139","UMLS:C0577559"
"UMLS:C0600139","UMLS:C0035508"
"UMLS:C0600139","UMLS:C0149746"
"UMLS:C0600139","UMLS:C0043096"
"UMLS:C0034063","UMLS:C0085606"
"UMLS:C0034063","UMLS:C0392680"
"UMLS:C0034063","UMLS:C0034642"
"UMLS:C0034063","UMLS:C0231835"
"UMLS:C0034063","UMLS:C0085619"
"UMLS:C0034063","UMLS:C0018862"
"UMLS:C0034063","UMLS:C0240100"
"UMLS:C0034063","UMLS:C0013404"
"UMLS:C0034063","UMLS:C0700590"
"UMLS:C0034063","UMLS:C0376405"
"UMLS:C0034063","UMLS:C0235710"
"UMLS:C0034063","UMLS:C0020461"
"UMLS:C0034063","UMLS:C0232201"
"UMLS:C0034063","UMLS:C0008031"
"UMLS:C0034063","UMLS:C0020649"
"UMLS:C0034063","UMLS:C0043144"
"UMLS:C0024228","UMLS:C0030193"
"UMLS:C0024228","UMLS:C0577559"
"UMLS:C0024228","UMLS:C0028081"
"UMLS:C0024228","UMLS:C0038002"
"UMLS:C0024228","UMLS:C0221198"
"UMLS:C0024228","UMLS:C0085593"
"UMLS:C0024228","UMLS:C0043096"
"UMLS:C0024228","UMLS:C0038999"
"UMLS:C0024228","UMLS:C0015967"
"UMLS:C0024228","UMLS:C0034880"
"UMLS:C0024228","UMLS:C0231890"
"UMLS:C0024228","UMLS:C0850149"
"UMLS:C0024228","UMLS:C0231872"
"UMLS:C0024228","UMLS:C0332575"
"UMLS:C0024228","UMLS:C0019209"
"UMLS:C0024228","UMLS:C0015672"
"UMLS:C0003507","UMLS:C0231807"
"UMLS:C0003507","UMLS:C0039070"
"UMLS:C0003507","UMLS:C0235710"
"UMLS:C0003507","UMLS:C0232257"
"UMLS:C0003507","UMLS:C0036396"
"UMLS:C0003507","UMLS:C0002962"
"UMLS:C0003507","UMLS:C0008031"
"UMLS:C0003507","UMLS:C0577979"
"UMLS:C0003507","UMLS:C0428977"
"UMLS:C0003507","UMLS:C0392680"
"UMLS:C0003507","UMLS:C0030193"
"UMLS:C0678222","UMLS:C0024103"
"UMLS:C0678222","UMLS:C0577559"
"UMLS:C0678222","UMLS:C0030554"
"UMLS:C0678222","UMLS:C0277845"
"UMLS:C0678222","UMLS:C0041834"
"UMLS:C0678222","UMLS:C1299586"
"UMLS:C0678222","UMLS:C0221198"
"UMLS:C0678222","UMLS:C0239301"
"UMLS:C0678222","UMLS:C0085624"
"UMLS:C0678222","UMLS:C0013404"
"UMLS:C0678222","UMLS:C0038999"
"UMLS:C0678222","UMLS:C0016579"
"UMLS:C0036341","UMLS:C0233762"
"UMLS:C0036341","UMLS:C0751229"
"UMLS:C0036341","UMLS:C0022107"
"UMLS:C0036341","UMLS:C0424068"
"UMLS:C0036341","UMLS:C0376405"
"UMLS:C0036341","UMLS:C0085631"
"UMLS:C0036341","UMLS:C0438696"
"UMLS:C0036341","UMLS:C0233481"
"UMLS:C0036341","UMLS:C0233763"
"UMLS:C0036341","UMLS:C1319518"
"UMLS:C0036341","UMLS:C0237154"
"UMLS:C0012813","UMLS:C0000737"
"UMLS:C0012813","UMLS:C0549483"
"UMLS:C0012813","UMLS:C0541911"
"UMLS:C0012813","UMLS:C0857199"
"UMLS:C0012813","UMLS:C0011991"
"UMLS:C0012813","UMLS:C0234233"
"UMLS:C0012813","UMLS:C0013428"
"UMLS:C0012813","UMLS:C0030193"
"UMLS:C0012813","UMLS:C0042963"
"UMLS:C0012813","UMLS:C0232201"
"UMLS:C0012813","UMLS:C0232488"
"UMLS:C0012813","UMLS:C0277797"
"UMLS:C0012813","UMLS:C0232498"
"UMLS:C0012813","UMLS:C0015967"
"UMLS:C0012813","UMLS:C1273573"
"UMLS:C0012813","UMLS:C0205400"
"UMLS:C0012813","UMLS:C0085606"
"UMLS:C0012813","UMLS:C0003123"
"UMLS:C0012813","UMLS:C0746619"
"UMLS:C0012813","UMLS:C0009806"
"UMLS:C0546817","UMLS:C0034642"
"UMLS:C0546817","UMLS:C0240100"
"UMLS:C0546817","UMLS:C0020461"
"UMLS:C0546817","UMLS:C0085619"
"UMLS:C0546817","UMLS:C0392680"
"UMLS:C0546817","UMLS:C0234450"
"UMLS:C0546817","UMLS:C0043094"
"UMLS:C0546817","UMLS:C0020621"
"UMLS:C0546817","UMLS:C0020649"
"UMLS:C0546817","UMLS:C0038999"
"UMLS:C0546817","UMLS:C0000731"
"UMLS:C0030920","UMLS:C0000737"
"UMLS:C0030920","UMLS:C0221166"
"UMLS:C0030920","UMLS:C0027497"
"UMLS:C0030920","UMLS:C0042963"
"UMLS:C0030920","UMLS:C0521516"
"UMLS:C0030920","UMLS:C0848168"
"UMLS:C0030920","UMLS:C0008031"
"UMLS:C0030920","UMLS:C0018991"
"UMLS:C0030920","UMLS:C0232517"
"UMLS:C0030920","UMLS:C0020175"
"UMLS:C0030920","UMLS:C0277797"
"UMLS:C0030920","UMLS:C0027769"
"UMLS:C0029443","UMLS:C0030193"
"UMLS:C0029443","UMLS:C0332575"
"UMLS:C0029443","UMLS:C0240813"
"UMLS:C0029443","UMLS:C0015967"
"UMLS:C0029443","UMLS:C0241705"
"UMLS:C0029443","UMLS:C0234233"
"UMLS:C0029443","UMLS:C0038999"
"UMLS:C0029443","UMLS:C0277797"
"UMLS:C0029443","UMLS:C0041834"
"UMLS:C0029443","UMLS:C0549483"
"UMLS:C0029443","UMLS:C0016512"
"UMLS:C0029443","UMLS:C0152032"
"UMLS:C0017152","UMLS:C0744740"
"UMLS:C0017152","UMLS:C0000737"
"UMLS:C0017152","UMLS:C0042963"
"UMLS:C0017152","UMLS:C0281825"
"UMLS:C0017152","UMLS:C0027497"
"UMLS:C0017152","UMLS:C0728899"
"UMLS:C0017152","UMLS:C0019080"
"UMLS:C0017152","UMLS:C0744492"
"UMLS:C0017152","UMLS:C0030193"
"UMLS:C0017152","UMLS:C0043096"
"UMLS:C0017152","UMLS:C0234233"
"UMLS:C0017152","UMLS:C0012833"
"UMLS:C0004610","UMLS:C0015967"
"UMLS:C0004610","UMLS:C0085593"
"UMLS:C0004610","UMLS:C0016382"
"UMLS:C0004610","UMLS:C0241526"
"UMLS:C0004610","UMLS:C0085632"
"UMLS:C0004610","UMLS:C1313921"
"UMLS:C0004610","UMLS:C0042963"
"UMLS:C0004610","UMLS:C0000731"
"UMLS:C0004610","UMLS:C0239981"
"UMLS:C0004610","UMLS:C0241157"
"UMLS:C0004610","UMLS:C0242453"
"UMLS:C0004610","UMLS:C0011991"
"UMLS:C0004610","UMLS:C0232498"
"UMLS:C0004610","UMLS:C0008033"
"UMLS:C0004610","UMLS:C0029053"
"UMLS:C0004610","UMLS:C0030232"
"UMLS:C0035078","UMLS:C0085619"
"UMLS:C0035078","UMLS:C0028961"
"UMLS:C0035078","UMLS:C0232854"
"UMLS:C0035078","UMLS:C0277794"
"UMLS:C0035078","UMLS:C0241526"
"UMLS:C0035078","UMLS:C0020649"
"UMLS:C0035078","UMLS:C0014394"
"UMLS:C0035078","UMLS:C0392680"
"UMLS:C0035078","UMLS:C0019080"
"UMLS:C0035078","UMLS:C0242453"
"UMLS:C0035078","UMLS:C0442739"
"UMLS:C0035078","UMLS:C0741453"
"UMLS:C0035078","UMLS:C0015672"
"UMLS:C0002895","UMLS:C1135120"
"UMLS:C0002895","UMLS:C0004604"
"UMLS:C0002895","UMLS:C0030193"
"UMLS:C0002895","UMLS:C0392680"
"UMLS:C0002895","UMLS:C1260880"
"UMLS:C0002895","UMLS:C0008031"
"UMLS:C0002895","UMLS:C0000737"
"UMLS:C0002895","UMLS:C0019214"
"UMLS:C0002895","UMLS:C0457097"
"UMLS:C0002895","UMLS:C0277797"
"UMLS:C0002895","UMLS:C0018681"
"UMLS:C0018801","UMLS:C0085619"
"UMLS:C0018801","UMLS:C0015672"
"UMLS:C0018801","UMLS:C0231807"
"UMLS:C0018801","UMLS:C0013404"
"UMLS:C0018801","UMLS:C0392680"
"UMLS:C0018801","UMLS:C0232258"
"UMLS:C0018801","UMLS:C0240100"
"UMLS:C0018801","UMLS:C0694547"
"UMLS:C0018801","UMLS:C0020649"
"UMLS:C0018801","UMLS:C0002962"
"UMLS:C0018801","UMLS:C0086439"
"UMLS:C0041912","UMLS:C0010200"
"UMLS:C0041912","UMLS:C0242429"
"UMLS:C0041912","UMLS:C0043144"
"UMLS:C0041912","UMLS:C0392680"
"UMLS:C0041912","UMLS:C0553668"
"UMLS:C0041912","UMLS:C0015967"
"UMLS:C0041912","UMLS:C0848340"
"UMLS:C0041912","UMLS:C0850149"
"UMLS:C0041912","UMLS:C1260880"
"UMLS:C0041912","UMLS:C0085632"
"UMLS:C0041912","UMLS:C0231872"
"UMLS:C0041912","UMLS:C0234866"
"UMLS:C0041912","UMLS:C0521516"
"UMLS:C0041912","UMLS:C0008033"
"UMLS:C0041912","UMLS:C0028081"
"UMLS:C0041912","UMLS:C0013404"
"UMLS:C0041912","UMLS:C0239134"
"UMLS:C0041912","UMLS:C0029053"
"UMLS:C0041912","UMLS:C0035508"
"UMLS:C0041912","UMLS:C0425488"
"UMLS:C0041912","UMLS:C0277797"
"UMLS:C0041912","UMLS:C0237304"
"UMLS:C0041912","UMLS:C0264273"
"UMLS:C0041912","UMLS:C0743482"
"UMLS:C0041912","UMLS:C0871754"
"UMLS:C0041912","UMLS:C1511606"
"UMLS:C0041912","UMLS:C0436331"
"UMLS:C0041912","UMLS:C0578150"
"UMLS:C0019158","UMLS:C0003962"
"UMLS:C0019158","UMLS:C0233308"
"UMLS:C0019158","UMLS:C0231835"
"UMLS:C0019158","UMLS:C0000737"
"UMLS:C0019158","UMLS:C0033774"
"UMLS:C0019158","UMLS:C0003123"
"UMLS:C0019158","UMLS:C1096646"
"UMLS:C0019158","UMLS:C0221151"
"UMLS:C0019158","UMLS:C0085593"
"UMLS:C0019158","UMLS:C0476273"
"UMLS:C0019158","UMLS:C0015967"
"UMLS:C0019158","UMLS:C0042963"
"UMLS:C0020542","UMLS:C0392680"
"UMLS:C0020542","UMLS:C0271276"
"UMLS:C0020542","UMLS:C0581911"
"UMLS:C0020542","UMLS:C0238844"
"UMLS:C0020542","UMLS:C0151315"
"UMLS:C0020542","UMLS:C0231807"
"UMLS:C0020542","UMLS:C0010520"
"UMLS:C0020542","UMLS:C0020649"
"UMLS:C0020542","UMLS:C0238705"
"UMLS:C0011168","UMLS:C0030554"
"UMLS:C0011168","UMLS:C0231690"
"UMLS:C0011168","UMLS:C0013362"
"UMLS:C0011168","UMLS:C0221150"
"UMLS:C0011168","UMLS:C0019825"
"UMLS:C0011168","UMLS:C0038450"
"UMLS:C0011168","UMLS:C0037763"
"UMLS:C0011168","UMLS:C0004093"
"UMLS:C0011168","UMLS:C0234979"
"UMLS:C0011168","UMLS:C0004134"
"UMLS:C0011168","UMLS:C1321756"
"UMLS:C0011168","UMLS:C0043096"
"UMLS:C0011168","UMLS:C0427008"
"UMLS:C0011168","UMLS:C0221198"
"UMLS:C0011168","UMLS:C0748706"
"UMLS:C0018099","UMLS:C0600142"
"UMLS:C0018099","UMLS:C0030193"
"UMLS:C0018099","UMLS:C0332575"
"UMLS:C0018099","UMLS:C0038999"
"UMLS:C0018099","UMLS:C0041834"
"UMLS:C0018099","UMLS:C0743482"
"UMLS:C0018099","UMLS:C0234233"
"UMLS:C0018099","UMLS:C0086439"
"UMLS:C0018099","UMLS:C0003962"
"UMLS:C0018099","UMLS:C0376405"
"UMLS:C0040034","UMLS:C0013491"
"UMLS:C0040034","UMLS:C0085702"
"UMLS:C0040034","UMLS:C0032781"
"UMLS:C0040034","UMLS:C0019080"
"UMLS:C0040034","UMLS:C0231835"
"UMLS:C0040034","UMLS:C0015967"
"UMLS:C0040034","UMLS:C0033774"
"UMLS:C0040034","UMLS:C0020649"
"UMLS:C0040034","UMLS:C0015672"
"UMLS:C0020615","UMLS:C0241526"
"UMLS:C0020615","UMLS:C0020672"
"UMLS:C0020615","UMLS:C0542044"
"UMLS:C0020615","UMLS:C0151878"
"UMLS:C0020615","UMLS:C1456822"
"UMLS:C0020615","UMLS:C0041657"
"UMLS:C0020615","UMLS:C0392162"
"UMLS:C0020615","UMLS:C0032617"
"UMLS:C0020615","UMLS:C0476273"
"UMLS:C0020615","UMLS:C0020649"
"UMLS:C0032290","UMLS:C0264576"
"UMLS:C0032290","UMLS:C0015967"
"UMLS:C0032290","UMLS:C0009024"
"UMLS:C0032290","UMLS:C0856054"
"UMLS:C0032290","UMLS:C0029053"
"UMLS:C0032290","UMLS:C0241526"
"UMLS:C0032290","UMLS:C0277794"
"UMLS:C0032290","UMLS:C0085628"
"UMLS:C0032290","UMLS:C0036572"
"UMLS:C0032290","UMLS:C1096646"
"UMLS:C0032290","UMLS:C0018991"
"UMLS:C0032290","UMLS:C0010200"
"UMLS:C0032290","UMLS:C0232517"
"UMLS:C0032290","UMLS:C0030193"
"UMLS:C0032290","UMLS:C0011991"
"UMLS:C0032290","UMLS:C0000737"
"UMLS:C0009319","UMLS:C0015967"
"UMLS:C0009319","UMLS:C0205400"
"UMLS:C0009319","UMLS:C0457097"
"UMLS:C0009319","UMLS:C0042963"
"UMLS:C0009319","UMLS:C0027498"
"UMLS:C0009319","UMLS:C0541798"
"UMLS:C0009319","UMLS:C0030193"
"UMLS:C0009319","UMLS:C0027497"
"UMLS:C0009319","UMLS:C0085593"
"UMLS:C0009319","UMLS:C0232726"
"UMLS:C0009319","UMLS:C0150045"
"UMLS:C0009319","UMLS:C0000737"
"UMLS:C0009319","UMLS:C0578150"
"UMLS:C1510475","UMLS:C1167754"
"UMLS:C1510475","UMLS:C0009806"
"UMLS:C1510475","UMLS:C0549483"
"UMLS:C1510475","UMLS:C0744740"
"UMLS:C1510475","UMLS:C0220870"
"UMLS:C1510475","UMLS:C0011991"
"UMLS:C1510475","UMLS:C0019080"
"UMLS:C1510475","UMLS:C0030193"
"UMLS:C1510475","UMLS:C0221151"
"UMLS:C1510475","UMLS:C0232894"
"UMLS:C1510475","UMLS:C1511606"
"UMLS:C1510475","UMLS:C0003123"
"UMLS:C1510475","UMLS:C0027497"
"UMLS:C1510475","UMLS:C0424000"
"UMLS:C1510475","UMLS:C0150041"
"UMLS:C0038663","UMLS:C0233762"
"UMLS:C0038663","UMLS:C0917801"
"UMLS:C0038663","UMLS:C0438696"
"UMLS:C0038663","UMLS:C0424230"
"UMLS:C0038663","UMLS:C0424109"
"UMLS:C0038663","UMLS:C0235198"
"UMLS:C0038663","UMLS:C0234544"
"UMLS:C0038663","UMLS:C0233481"
"UMLS:C0038663","UMLS:C0015672"
"UMLS:C0038663","UMLS:C0040822"
"UMLS:C0038663","UMLS:C0740880"
"UMLS:C0038663","UMLS:C0085631"
"UMLS:C0038663","UMLS:C0241526"
"UMLS:C0038663","UMLS:C0312422"
"UMLS:C0038663","UMLS:C0424092"
"UMLS:C0038663","UMLS:C1299586"
"UMLS:C0038663","UMLS:C0022107"
"UMLS:C0038663","UMLS:C0234215"
"UMLS:C0038663","UMLS:C0013144"
"UMLS:C0038663","UMLS:C0016579"
"UMLS:C0038663","UMLS:C0041657"
"UMLS:C0038663","UMLS:C0015967"
"UMLS:C0038663","UMLS:C0010200"
"UMLS:C0032305","UMLS:C0457096"
"UMLS:C0032305","UMLS:C0006625"
"UMLS:C0032305","UMLS:C0085593"
"UMLS:C0032305","UMLS:C0043096"
"UMLS:C0032305","UMLS:C0239134"
"UMLS:C0032305","UMLS:C0231528"
"UMLS:C0032305","UMLS:C0011991"
"UMLS:C0032305","UMLS:C0151315"
"UMLS:C0032305","UMLS:C0239133"
"UMLS:C0032305","UMLS:C1384606"
"UMLS:C0032305","UMLS:C0020621"
"UMLS:C0032305","UMLS:C0231807"
"UMLS:C0032305","UMLS:C0149758"
"UMLS:C0032305","UMLS:C1096646"
"UMLS:C0032305","UMLS:C0850149"
"UMLS:C0032305","UMLS:C0018681"
"UMLS:C0032305","UMLS:C0857516"
"UMLS:C0032305","UMLS:C0233308"
"UMLS:C0019163","UMLS:C0233467"
"UMLS:C0019163","UMLS:C0231835"
"UMLS:C0019163","UMLS:C0457096"
"UMLS:C0019163","UMLS:C0221151"
"UMLS:C0019163","UMLS:C0576456"
"UMLS:C0019163","UMLS:C0000737"
"UMLS:C0019163","UMLS:C0232498"
"UMLS:C0019163","UMLS:C0558195"
"UMLS:C0019163","UMLS:C0859032"
"UMLS:C0030567","UMLS:C1321756"
"UMLS:C0030567","UMLS:C0085639"
"UMLS:C0030567","UMLS:C0427008"
"UMLS:C0030567","UMLS:C0424092"
"UMLS:C0030567","UMLS:C0085631"
"UMLS:C0030567","UMLS:C0018991"
"UMLS:C0030567","UMLS:C1299586"
"UMLS:C0030567","UMLS:C0241526"
"UMLS:C0030567","UMLS:C0039070"
"UMLS:C0030567","UMLS:C0427055"
"UMLS:C0030567","UMLS:C0149746"
"UMLS:C0030567","UMLS:C0233481"
"UMLS:C0030567","UMLS:C0234450"
"UMLS:C0030567","UMLS:C0018965"
"UMLS:C0030567","UMLS:C0040822"
"UMLS:C0030567","UMLS:C0028081"
"UMLS:C0030567","UMLS:C0577559"
"UMLS:C0024299","UMLS:C0221198"
"UMLS:C0024299","UMLS:C0015967"
"UMLS:C0024299","UMLS:C0221232"
"UMLS:C0024299","UMLS:C1096646"
"UMLS:C0024299","UMLS:C0043096"
"UMLS:C0024299","UMLS:C0004134"
"UMLS:C0024299","UMLS:C0040264"
"UMLS:C0024299","UMLS:C0020303"
"UMLS:C0024299","UMLS:C0429562"
"UMLS:C0024299","UMLS:C0019079"
"UMLS:C0024299","UMLS:C0557875"
"UMLS:C0024299","UMLS:C0085602"
"UMLS:C0024299","UMLS:C0241705"
"UMLS:C0020456","UMLS:C0234233"
"UMLS:C0020456","UMLS:C0033774"
"UMLS:C0020456","UMLS:C0235129"
"UMLS:C0020456","UMLS:C0241157"
"UMLS:C0020456","UMLS:C0878661"
"UMLS:C0020456","UMLS:C0043096"
"UMLS:C0020456","UMLS:C0344315"
"UMLS:C0020456","UMLS:C0239301"
"UMLS:C0020456","UMLS:C0043144"
"UMLS:C0020456","UMLS:C0003962"
"UMLS:C0020456","UMLS:C0036572"
"UMLS:C0085584","UMLS:C0242143"
"UMLS:C0085584","UMLS:C0232766"
"UMLS:C0085584","UMLS:C0019080"
"UMLS:C0085584","UMLS:C0234450"
"UMLS:C0085584","UMLS:C0424530"
"UMLS:C0085584","UMLS:C0872410"
"UMLS:C0085584","UMLS:C0236018"
"UMLS:C0085584","UMLS:C0270844"
"UMLS:C0085584","UMLS:C0742985"
"UMLS:C0085584","UMLS:C0239110"
"UMLS:C0085584","UMLS:C0241526"
"UMLS:C0085584","UMLS:C0205400"
"UMLS:C0085584","UMLS:C0086439"
"UMLS:C0040961","UMLS:C0392680"
"UMLS:C0040961","UMLS:C0030193"
"UMLS:C0040961","UMLS:C0042963"
"UMLS:C0040961","UMLS:C0027497"
"UMLS:C0040961","UMLS:C0428977"
"UMLS:C0040961","UMLS:C0000737"
"UMLS:C0040961","UMLS:C0015967"
"UMLS:C0040961","UMLS:C0008767"
"UMLS:C0040961","UMLS:C0264576"
"UMLS:C0040961","UMLS:C0338656"
"UMLS:C0002395","UMLS:C0013132"
"UMLS:C0002395","UMLS:C0085631"
"UMLS:C0002395","UMLS:C0028084"
"UMLS:C0002395","UMLS:C0035508"
"UMLS:C0002395","UMLS:C0239110"
"UMLS:C0002395","UMLS:C0235231"
"UMLS:C0002395","UMLS:C0741453"
"UMLS:C0002395","UMLS:C0871754"
"UMLS:C0002395","UMLS:C0234379"
"UMLS:C0002395","UMLS:C0020461"
"UMLS:C0002395","UMLS:C0427055"
"UMLS:C0002395","UMLS:C0541992"
"UMLS:C0002395","UMLS:C0231530"
"UMLS:C0002395","UMLS:C0558195"
"UMLS:C0002395","UMLS:C0040822"
"UMLS:C0002395","UMLS:C0010200"
"UMLS:C0002395","UMLS:C0015967"
"UMLS:C0006849","UMLS:C0011991"
"UMLS:C0006849","UMLS:C0242429"
"UMLS:C0006849","UMLS:C0043096"
"UMLS:C0006849","UMLS:C0085593"
"UMLS:C0006849","UMLS:C0018681"
"UMLS:C0006849","UMLS:C0232498"
"UMLS:C0006849","UMLS:C0376405"
"UMLS:C0006849","UMLS:C0085636"
"UMLS:C0006849","UMLS:C0028081"
"UMLS:C0006849","UMLS:C0221150"
"UMLS:C0006849","UMLS:C0149758"
"UMLS:C0006849","UMLS:C1096646"
"UMLS:C0006849","UMLS:C0850149"
"UMLS:C0006849","UMLS:C0879626"
"UMLS:C0006849","UMLS:C1291077"
"UMLS:C0442874","UMLS:C0004093"
"UMLS:C0442874","UMLS:C0028643"
"UMLS:C0442874","UMLS:C0027498"
"UMLS:C0442874","UMLS:C0541798"
"UMLS:C0442874","UMLS:C0020303"
"UMLS:C0442874","UMLS:C0429562"
"UMLS:C0442874","UMLS:C0231230"
"UMLS:C0442874","UMLS:C0232726"
"UMLS:C0442874","UMLS:C0030193"
"UMLS:C0442874","UMLS:C0232854"
"UMLS:C0022658","UMLS:C0392680"
"UMLS:C0022658","UMLS:C0020461"
"UMLS:C0022658","UMLS:C0008031"
"UMLS:C0022658","UMLS:C0015967"
"UMLS:C0022658","UMLS:C0232995"
"UMLS:C0022658","UMLS:C0151706"
"UMLS:C0023267","UMLS:C0233071"
"UMLS:C0023267","UMLS:C0019080"
"UMLS:C0023267","UMLS:C0156543"
"UMLS:C0023267","UMLS:C0232943"
"UMLS:C0023267","UMLS:C0241938"
"UMLS:C0023267","UMLS:C0232997"
"UMLS:C0023267","UMLS:C0392680"
"UMLS:C0023267","UMLS:C0015967"
"UMLS:C0023267","UMLS:C0018834"
"UMLS:C0023267","UMLS:C0860096"
"UMLS:C0023267","UMLS:C0702118"
"UMLS:C0023267","UMLS:C1405524"
"UMLS:C0017601","UMLS:C0085639"
"UMLS:C0017601","UMLS:C0000731"
"UMLS:C0017601","UMLS:C1273573"
"UMLS:C0017601","UMLS:C0030554"
"UMLS:C0017601","UMLS:C0020625"
"UMLS:C0017601","UMLS:C0085631"
"UMLS:C0017601","UMLS:C0041657"
"UMLS:C0017601","UMLS:C0085624"
"UMLS:C0017601","UMLS:C0221198"
"UMLS:C0017601","UMLS:C0577559"
"UMLS:C0027627","UMLS:C0205400"
"UMLS:C0027627","UMLS:C1269955"
"UMLS:C0027627","UMLS:C1513183"
"UMLS:C0027627","UMLS:C0007859"
"UMLS:C0027627","UMLS:C0034079"
"UMLS:C0027627","UMLS:C0030193"
"UMLS:C0027627","UMLS:C0000737"
"UMLS:C0027627","UMLS:C0149696"
"UMLS:C0027627","UMLS:C0577559"
"UMLS:C0027627","UMLS:C0741302"
"UMLS:C0699790","UMLS:C0221198"
"UMLS:C0699790","UMLS:C0242453"
"UMLS:C0699790","UMLS:C0009806"
"UMLS:C0699790","UMLS:C0858924"
"UMLS:C0699790","UMLS:C0011991"
"UMLS:C0699790","UMLS:C0000737"
"UMLS:C0699790","UMLS:C0152032"
"UMLS:C0699790","UMLS:C0857087"
"UMLS:C0699790","UMLS:C0278146"
"UMLS:C0699790","UMLS:C0428977"
"UMLS:C0699790","UMLS:C0042963"
"UMLS:C0699790","UMLS:C0694547"
"UMLS:C0699790","UMLS:C0027497"
"UMLS:C0699790","UMLS:C0235250"
"UMLS:C0699790","UMLS:C0085602"
"UMLS:C0011880","UMLS:C0032617"
"UMLS:C0011880","UMLS:C0042963"
"UMLS:C0011880","UMLS:C0027497"
"UMLS:C0011880","UMLS:C0000737"
"UMLS:C0011880","UMLS:C0443260"
"UMLS:C0011880","UMLS:C0235129"
"UMLS:C0011880","UMLS:C0232517"
"UMLS:C0011880","UMLS:C0027769"
"UMLS:C0011880","UMLS:C0232498"
"UMLS:C0011880","UMLS:C0232605"
"UMLS:C0011880","UMLS:C0344232"
"UMLS:C0011880","UMLS:C0152032"
"UMLS:C0011880","UMLS:C0011991"
"UMLS:C0011880","UMLS:C0036572"
"UMLS:C0011880","UMLS:C0236018"
"UMLS:C0494475","UMLS:C0013144"
"UMLS:C0494475","UMLS:C0542073"
"UMLS:C0494475","UMLS:C0027066"
"UMLS:C0494475","UMLS:C0040822"
"UMLS:C0494475","UMLS:C0751466"
"UMLS:C0494475","UMLS:C0522336"
"UMLS:C0494475","UMLS:C0234450"
"UMLS:C0494475","UMLS:C0019572"
"UMLS:C0494475","UMLS:C0554980"
"UMLS:C0494475","UMLS:C0231530"
"UMLS:C0494475","UMLS:C0241526"
"UMLS:C0494475","UMLS:C0018681"
"UMLS:C0494475","UMLS:C0002416"
"UMLS:C0494475","UMLS:C0424530"
"UMLS:C0494475","UMLS:C0037763"
"UMLS:C0494475","UMLS:C0043096"
"UMLS:C0494475","UMLS:C1269955"
"UMLS:C0006826","UMLS:C0232118"
"UMLS:C0006826","UMLS:C1291692"
"UMLS:C0006826","UMLS:C0577559"
"UMLS:C0006826","UMLS:C0221198"
"UMLS:C0006826","UMLS:C0018834"
"UMLS:C0006826","UMLS:C0028081"
"UMLS:C0006826","UMLS:C0205400"
"UMLS:C0006826","UMLS:C0085593"
"UMLS:C0006826","UMLS:C0029053"
"UMLS:C0006826","UMLS:C0000737"
"UMLS:C0006826","UMLS:C0541911"
"UMLS:C0006826","UMLS:C0149696"
"UMLS:C0006826","UMLS:C0476273"
"UMLS:C0006826","UMLS:C0020649"
"UMLS:C1145670","UMLS:C0018991"
"UMLS:C1145670","UMLS:C0037384"
"UMLS:C1145670","UMLS:C0241526"
"UMLS:C1145670","UMLS:C0239134"
"UMLS:C1145670","UMLS:C0013404"
"UMLS:C1145670","UMLS:C0231835"
"UMLS:C1145670","UMLS:C0020461"
"UMLS:C1145670","UMLS:C0086439"
"UMLS:C1145670","UMLS:C0232201"
"UMLS:C1145670","UMLS:C0427108"
"UMLS:C1145670","UMLS:C0006318"
"UMLS:C1145670","UMLS:C0239110"
"UMLS:C1145670","UMLS:C0392680"
"UMLS:C1145670","UMLS:C0221198"
"UMLS:C1145670","UMLS:C0332575"
"UMLS:C0025202","UMLS:C0577559"
"UMLS:C0025202","UMLS:C0221166"
"UMLS:C0025202","UMLS:C0015967"
"UMLS:C0025202","UMLS:C0232995"
"UMLS:C0025202","UMLS:C0030193"
"UMLS:C0025202","UMLS:C0033774"
"UMLS:C0025202","UMLS:C0024103"
"UMLS:C0025202","UMLS:C0042963"
"UMLS:C0025202","UMLS:C0011991"
